DOB,DateMeasured,Age_days,Age_weeks,Age_category,Population,Generation,Line,Mouse_ID,Sex,Environment,BodyWeight_g,TailLength_mm
10/05/2018,10/27/2018,22,3.142857143,weaning,BRAZIL,N11,193x255,193x255_BZ15,F,RT,5.11,56
10/05/2018,10/30/2018,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ15,F,RT,5.59,56.5
10/05/2018,11/06/2018,32,4.571428571,na,BRAZIL,N11,193x255,193x255_BZ15,F,RT,6.84,62
10/05/2018,11/14/2018,40,5.714285714,na,BRAZIL,N11,193x255,193x255_BZ15,F,RT,7.86,65.5
10/05/2018,11/20/2018,46,6.571428571,na,BRAZIL,N11,193x255,193x255_BZ15,F,RT,8.74,69
10/05/2018,11/28/2018,54,7.714285714,na,BRAZIL,N11,193x255,193x255_BZ15,F,RT,9.32,73.5
10/05/2018,12/05/2018,61,8.714285714,na,BRAZIL,N11,193x255,193x255_BZ15,F,RT,9.76,73.5
10/05/2018,12/12/2018,68,9.714285714,na,BRAZIL,N11,193x255,193x255_BZ15,F,RT,10.22,75
10/05/2018,10/27/2018,22,3.142857143,weaning,BRAZIL,N11,193x255,193x255_BZ16,M,RT,8.14,68
10/05/2018,10/30/2018,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ16,M,RT,8.6,69.5
10/05/2018,11/06/2018,32,4.571428571,na,BRAZIL,N11,193x255,193x255_BZ16,M,RT,10.73,73
10/05/2018,11/14/2018,40,5.714285714,na,BRAZIL,N11,193x255,193x255_BZ16,M,RT,11.5,77.5
10/05/2018,11/20/2018,46,6.571428571,na,BRAZIL,N11,193x255,193x255_BZ16,M,RT,12,81
10/05/2018,11/28/2018,54,7.714285714,na,BRAZIL,N11,193x255,193x255_BZ16,M,RT,12.81,82.5
10/05/2018,12/05/2018,61,8.714285714,na,BRAZIL,N11,193x255,193x255_BZ16,M,RT,13.27,84
10/05/2018,12/12/2018,68,9.714285714,na,BRAZIL,N11,193x255,193x255_BZ16,M,RT,13.17,84
10/05/2018,10/27/2018,22,3.142857143,weaning,BRAZIL,N11,193x255,193x255_BZ17,F,COLD,6.02,56.5
10/05/2018,10/30/2018,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ17,F,COLD,6.12,60.5
10/05/2018,11/06/2018,32,4.571428571,na,BRAZIL,N11,193x255,193x255_BZ17,F,COLD,7.51,62.5
10/05/2018,11/14/2018,40,5.714285714,na,BRAZIL,N11,193x255,193x255_BZ17,F,COLD,8.24,65.5
10/05/2018,11/20/2018,46,6.571428571,na,BRAZIL,N11,193x255,193x255_BZ17,F,COLD,8.92,67
10/05/2018,11/28/2018,54,7.714285714,na,BRAZIL,N11,193x255,193x255_BZ17,F,COLD,9.07,68.5
10/05/2018,12/05/2018,61,8.714285714,na,BRAZIL,N11,193x255,193x255_BZ17,F,COLD,9.55,69
10/05/2018,12/12/2018,68,9.714285714,na,BRAZIL,N11,193x255,193x255_BZ17,F,COLD,9.79,69.5
10/29/2018,11/19/2018,21,3,weaning,BRAZIL,N11,193x255,193x255_BZ19,F,COLD,6.36,
10/29/2018,11/24/2018,26,3.714285714,startexp,BRAZIL,N11,193x255,193x255_BZ19,F,COLD,7.26,62
10/29/2018,12/02/2018,34,4.857142857,na,BRAZIL,N11,193x255,193x255_BZ19,F,COLD,8.72,64.5
10/29/2018,12/16/2018,48,6.857142857,na,BRAZIL,N11,193x255,193x255_BZ19,F,COLD,9.94,67.5
10/29/2018,12/29/2018,61,8.714285714,na,BRAZIL,N11,193x255,193x255_BZ19,F,COLD,10.03,70
10/29/2018,1/10/2019,73,10.42857143,na,BRAZIL,N11,193x255,193x255_BZ19,F,COLD,10.72,
10/29/2018,1/16/2019,79,11.28571429,endexp,BRAZIL,N11,193x255,193x255_BZ19,F,COLD,10.86,71
10/29/2018,11/19/2018,21,3,weaning,BRAZIL,N11,193x255,193x255_BZ21,F,COLD,6.6,
10/29/2018,11/24/2018,26,3.714285714,startexp,BRAZIL,N11,193x255,193x255_BZ21,F,COLD,7.6,63.5
10/29/2018,12/02/2018,34,4.857142857,na,BRAZIL,N11,193x255,193x255_BZ21,F,COLD,9.26,65
10/29/2018,12/16/2018,48,6.857142857,na,BRAZIL,N11,193x255,193x255_BZ21,F,COLD,11.85,70.5
10/29/2018,12/29/2018,61,8.714285714,na,BRAZIL,N11,193x255,193x255_BZ21,F,COLD,11.32,72.5
10/29/2018,1/10/2019,73,10.42857143,na,BRAZIL,N11,193x255,193x255_BZ21,F,COLD,11.91,
10/29/2018,1/16/2019,79,11.28571429,endexp,BRAZIL,N11,193x255,193x255_BZ21,F,COLD,11.83,73
10/29/2018,11/19/2018,21,3,weaning,BRAZIL,N11,193x255,193x255_BZ23,F,RT,7.27,
10/29/2018,11/24/2018,26,3.714285714,startexp,BRAZIL,N11,193x255,193x255_BZ23,F,RT,8.14,61.5
10/29/2018,12/02/2018,34,4.857142857,na,BRAZIL,N11,193x255,193x255_BZ23,F,RT,9.22,66.5
10/29/2018,12/16/2018,48,6.857142857,na,BRAZIL,N11,193x255,193x255_BZ23,F,RT,11.13,73.5
10/29/2018,12/29/2018,61,8.714285714,na,BRAZIL,N11,193x255,193x255_BZ23,F,RT,11.63,77
10/29/2018,1/10/2019,73,10.42857143,na,BRAZIL,N11,193x255,193x255_BZ23,F,RT,11.44,
10/29/2018,1/16/2019,79,11.28571429,endexp,BRAZIL,N11,193x255,193x255_BZ23,F,RT,11.79,77.5
11/23/2018,12/16/2018,23,3.285714286,weaning,BRAZIL,N11,193x255,193x255_BZ18,M,RT,6.23,
11/23/2018,12/18/2018,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ18,M,RT,6.29,61.5
11/23/2018,01/01/2019,39,5.571428571,na,BRAZIL,N11,193x255,193x255_BZ18,M,RT,9.76,70
11/23/2018,01/09/2019,47,6.714285714,na,BRAZIL,N11,193x255,193x255_BZ18,M,RT,10.31,75.5
11/23/2018,01/16/2019,54,7.714285714,na,BRAZIL,N11,193x255,193x255_BZ18,M,RT,10.38,75.5
11/23/2018,01/31/2019,69,9.857142857,na,BRAZIL,N11,193x255,193x255_BZ18,M,RT,10.91,
11/23/2018,2/2/2019,71,10.14285714,endexp,BRAZIL,N11,193x255,193x255_BZ18,M,RT,10.92,80
11/23/2018,12/16/2018,23,3.285714286,weaning,BRAZIL,N11,193x255,193x255_BZ20,M,COLD,6.72,
11/23/2018,12/18/2018,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ20,M,COLD,6.81,64
11/23/2018,01/01/2019,39,5.571428571,na,BRAZIL,N11,193x255,193x255_BZ20,M,COLD,11.28,68
11/23/2018,01/09/2019,47,6.714285714,na,BRAZIL,N11,193x255,193x255_BZ20,M,COLD,11.2,69
11/23/2018,01/16/2019,54,7.714285714,na,BRAZIL,N11,193x255,193x255_BZ20,M,COLD,11.35,72.5
11/23/2018,01/31/2019,69,9.857142857,na,BRAZIL,N11,193x255,193x255_BZ20,M,COLD,12.18,
11/23/2018,02/02/2019,71,10.14285714,endexp,BRAZIL,N11,193x255,193x255_BZ20,M,COLD,12.29,74
11/23/2018,12/16/2018,23,3.285714286,weaning,BRAZIL,N11,193x255,193x255_BZ25,F,COLD,6.9,
11/23/2018,12/18/2018,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ25,F,COLD,7.24,65.5
11/23/2018,01/01/2019,39,5.571428571,na,BRAZIL,N11,193x255,193x255_BZ25,F,COLD,10.54,67.5
11/23/2018,01/09/2019,47,6.714285714,na,BRAZIL,N11,193x255,193x255_BZ25,F,COLD,11.13,72
11/23/2018,01/16/2019,54,7.714285714,na,BRAZIL,N11,193x255,193x255_BZ25,F,COLD,10.92,73.5
11/23/2018,01/31/2019,69,9.857142857,na,BRAZIL,N11,193x255,193x255_BZ25,F,COLD,11.72,
11/23/2018,02/02/2019,71,10.14285714,endexp,BRAZIL,N11,193x255,193x255_BZ25,F,COLD,11.62,75.5
11/23/2018,12/16/2018,23,3.285714286,weaning,BRAZIL,N11,193x255,193x255_BZ27,F,RT,7.56,
11/23/2018,12/18/2018,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ27,F,RT,7.71,67
11/23/2018,01/01/2019,39,5.571428571,na,BRAZIL,N11,193x255,193x255_BZ27,F,RT,10.01,74
11/23/2018,01/09/2019,47,6.714285714,na,BRAZIL,N11,193x255,193x255_BZ27,F,RT,11.16,77.5
11/23/2018,01/16/2019,54,7.714285714,na,BRAZIL,N11,193x255,193x255_BZ27,F,RT,11.63,78
11/23/2018,01/31/2019,69,9.857142857,na,BRAZIL,N11,193x255,193x255_BZ27,F,RT,11.66,
11/23/2018,02/02/2019,71,10.14285714,endexp,BRAZIL,N11,193x255,193x255_BZ27,F,RT,10.87,80.5
11/23/2018,12/16/2018,23,3.285714286,weaning,BRAZIL,N11,193x255,193x255_BZ29,F,COLD,6.78,
11/23/2018,12/18/2018,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ29,F,COLD,6.73,
11/23/2018,01/01/2019,39,5.571428571,na,BRAZIL,N11,193x255,193x255_BZ29,F,COLD,9.89,
11/23/2018,01/09/2019,47,6.714285714,na,BRAZIL,N11,193x255,193x255_BZ29,F,COLD,10.83,
11/23/2018,01/16/2019,54,7.714285714,na,BRAZIL,N11,193x255,193x255_BZ29,F,COLD,10.67,
11/23/2018,01/31/2019,69,9.857142857,na,BRAZIL,N11,193x255,193x255_BZ29,F,COLD,11.53,
11/23/2018,02/02/2019,71,10.14285714,endexp,BRAZIL,N11,193x255,193x255_BZ29,F,COLD,11.34,73
1/8/2019,02/02/2019,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ22,M,RT,6.96,59
1/8/2019,02/16/2019,39,5.571428571,na,BRAZIL,N11,193x255,193x255_BZ22,M,RT,11.01,71
1/8/2019,02/25/2019,48,6.857142857,na,BRAZIL,N11,193x255,193x255_BZ22,M,RT,11.34,75
1/8/2019,03/04/2019,55,7.857142857,na,BRAZIL,N11,193x255,193x255_BZ22,M,RT,12.05,75
1/8/2019,03/17/2019,68,9.714285714,na,BRAZIL,N11,193x255,193x255_BZ22,M,RT,12.52,79
11/13/2018,12/05/2018,22,3.142857143,weaning,BRAZIL,N11,19x13,19x13_NY11,F,COLD,7.24,48
11/13/2018,12/08/2018,25,3.571428571,startexp,BRAZIL,N11,19x13,19x13_NY11,F,COLD,9.04,50.5
11/13/2018,12/16/2018,33,4.714285714,na,NEW_YORK,N11,19x13,19x13_NY11,F,COLD,12.04,56.5
11/13/2018,12/29/2018,46,6.571428571,na,NEW_YORK,N11,19x13,19x13_NY11,F,COLD,14.49,63.5
11/13/2018,01/12/2019,60,8.571428571,na,NEW_YORK,N11,19x13,19x13_NY11,F,COLD,14.92,67.5
11/13/2018,01/21/2019,69,9.857142857,na,NEW_YORK,N11,19x13,19x13_NY11,F,COLD,15.39,69
11/13/2018,01/26/2019,74,10.57142857,endexp,NEW_YORK,N11,19x13,19x13_NY11,F,COLD,14.6,69
11/13/2018,12/05/2018,22,3.142857143,weaning,NEW_YORK,N11,19x13,19x13_NY13,F,COLD,6.93,48
11/13/2018,12/08/2018,25,3.571428571,startexp,NEW_YORK,N11,19x13,19x13_NY13,F,COLD,8.77,49
11/13/2018,12/16/2018,33,4.714285714,na,NEW_YORK,N11,19x13,19x13_NY13,F,COLD,11.26,55
11/13/2018,12/29/2018,46,6.571428571,na,NEW_YORK,N11,19x13,19x13_NY13,F,COLD,13.34,62.5
11/13/2018,01/12/2019,60,8.571428571,na,NEW_YORK,N11,19x13,19x13_NY13,F,COLD,13.57,64.5
11/13/2018,01/21/2019,69,9.857142857,na,NEW_YORK,N11,19x13,19x13_NY13,F,COLD,14.36,66
11/13/2018,01/26/2019,74,10.57142857,endexp,NEW_YORK,N11,19x13,19x13_NY13,F,COLD,13.62,66
11/13/2018,12/05/2018,22,3.142857143,weaning,NEW_YORK,N11,19x13,19x13_NY14,M,COLD,7.04,48
11/13/2018,12/08/2018,25,3.571428571,startexp,NEW_YORK,N11,19x13,19x13_NY14,M,COLD,9.38,51.5
11/13/2018,12/16/2018,33,4.714285714,na,NEW_YORK,N11,19x13,19x13_NY14,M,COLD,12.35,56
11/13/2018,12/29/2018,46,6.571428571,na,NEW_YORK,N11,19x13,19x13_NY14,M,COLD,15.13,65
11/13/2018,01/12/2019,60,8.571428571,na,NEW_YORK,N11,19x13,19x13_NY14,M,COLD,15.58,68.5
11/13/2018,01/21/2019,69,9.857142857,na,NEW_YORK,N11,19x13,19x13_NY14,M,COLD,15.75,69.5
11/13/2018,01/26/2019,74,10.57142857,endexp,NEW_YORK,N11,19x13,19x13_NY14,M,COLD,15.52,69.5
11/13/2018,12/05/2018,22,3.142857143,weaning,NEW_YORK,N11,19x13,19x13_NY15,F,RT,6.77,46.5
11/13/2018,12/08/2018,25,3.571428571,startexp,NEW_YORK,N11,19x13,19x13_NY15,F,RT,7.9,49.5
11/13/2018,12/16/2018,33,4.714285714,na,NEW_YORK,N11,19x13,19x13_NY15,F,RT,9.87,57
11/13/2018,12/29/2018,46,6.571428571,na,NEW_YORK,N11,19x13,19x13_NY15,F,RT,10.81,65
11/13/2018,01/12/2019,60,8.571428571,na,NEW_YORK,N11,19x13,19x13_NY15,F,RT,12.52,66.5
11/13/2018,01/21/2019,69,9.857142857,na,NEW_YORK,N11,19x13,19x13_NY15,F,RT,12.55,67.5
11/13/2018,01/26/2019,74,10.57142857,endexp,NEW_YORK,N11,19x13,19x13_NY15,F,RT,11.32,67.5
12/30/2018,01/25/2019,26,3.714285714,startexp,NEW_YORK,N11,19x13,19x13_NY16,M,COLD,9.91,53.5
12/30/2018,01/31/2019,32,4.571428571,na,NEW_YORK,N11,19x13,19x13_NY16,M,COLD,12.85,58.5
12/30/2018,02/08/2019,40,5.714285714,na,NEW_YORK,N11,19x13,19x13_NY16,M,COLD,15.08,63
12/30/2018,02/16/2019,48,6.857142857,na,NEW_YORK,N11,19x13,19x13_NY16,M,COLD,15.25,60
12/30/2018,02/28/2019,60,8.571428571,na,NEW_YORK,N11,19x13,19x13_NY16,M,COLD,15.85,67.5
12/30/2018,03/08/2019,68,9.714285714,na,NEW_YORK,N11,19x13,19x13_NY16,M,COLD,16.61,68
12/30/2018,03/17/2019,77,11,endexp,NEW_YORK,N11,19x13,19x13_NY16,M,COLD,16.2,68
12/30/2018,01/25/2019,26,3.714285714,startexp,NEW_YORK,N11,19x13,19x13_NY17,F,COLD,8.61,53.5
12/30/2018,01/31/2019,32,4.571428571,na,NEW_YORK,N11,19x13,19x13_NY17,F,COLD,10.04,55
12/30/2018,02/08/2019,40,5.714285714,na,NEW_YORK,N11,19x13,19x13_NY17,F,COLD,11.25,58
12/30/2018,02/16/2019,48,6.857142857,na,NEW_YORK,N11,19x13,19x13_NY17,F,COLD,12.35,59
12/30/2018,02/28/2019,60,8.571428571,na,NEW_YORK,N11,19x13,19x13_NY17,F,COLD,12.46,64
12/30/2018,03/08/2019,68,9.714285714,na,NEW_YORK,N11,19x13,19x13_NY17,F,COLD,13.03,65
12/30/2018,03/17/2019,77,11,endexp,NEW_YORK,N11,19x13,19x13_NY17,F,COLD,12.78,66.5
12/30/2018,01/25/2019,26,3.714285714,startexp,NEW_YORK,N11,19x13,19x13_NY18,M,RT,9.32,53.5
12/30/2018,01/31/2019,32,4.571428571,na,NEW_YORK,N11,19x13,19x13_NY18,M,RT,11.16,58
12/30/2018,02/08/2019,40,5.714285714,na,NEW_YORK,N11,19x13,19x13_NY18,M,RT,13.46,62.5
12/30/2018,02/16/2019,48,6.857142857,na,NEW_YORK,N11,19x13,19x13_NY18,M,RT,15.14,65.5
12/30/2018,02/28/2019,60,8.571428571,na,NEW_YORK,N11,19x13,19x13_NY18,M,RT,16.37,69
12/30/2018,03/08/2019,68,9.714285714,na,NEW_YORK,N11,19x13,19x13_NY18,M,RT,16.98,69
12/30/2018,03/17/2019,77,11,endexp,NEW_YORK,N11,19x13,19x13_NY18,M,RT,16,69
02/04/2019,03/02/2019,26,3.714285714,startexp,NEW_YORK,N14,19x13,19x13_NY19,F,COLD,10.14,64
02/04/2019,03/08/2019,32,4.571428571,na,NEW_YORK,N14,19x13,19x13_NY19,F,COLD,12.39,66
02/04/2019,03/17/2019,41,5.857142857,na,NEW_YORK,N14,19x13,19x13_NY19,F,COLD,13.98,68
02/04/2019,04/05/2019,60,8.571428571,na,NEW_YORK,N14,19x13,19x13_NY19,F,COLD,15.02,71.5
02/04/2019,04/20/2019,75,10.71428571,endexp,NEW_YORK,N14,19x13,19x13_NY19,F,COLD,15.13,73
02/04/2019,03/02/2019,26,3.714285714,startexp,NEW_YORK,N14,19x13,19x13_NY20,M,COLD,11.3,66
02/04/2019,03/08/2019,32,4.571428571,na,NEW_YORK,N14,19x13,19x13_NY20,M,COLD,15.04,68.5
02/04/2019,03/17/2019,41,5.857142857,na,NEW_YORK,N14,19x13,19x13_NY20,M,COLD,17.58,73
02/04/2019,04/05/2019,60,8.571428571,na,NEW_YORK,N14,19x13,19x13_NY20,M,COLD,19.34,77
02/04/2019,04/27/2019,82,11.71428571,endexp,NEW_YORK,N14,19x13,19x13_NY20,M,COLD,21.3,77
02/04/2019,03/02/2019,26,3.714285714,startexp,NEW_YORK,N14,19x13,19x13_NY21,F,RT,10.94,66.5
02/04/2019,03/08/2019,32,4.571428571,na,NEW_YORK,N14,19x13,19x13_NY21,F,RT,12.29,68
02/04/2019,03/17/2019,41,5.857142857,na,NEW_YORK,N14,19x13,19x13_NY21,F,RT,12.12,70
02/04/2019,04/05/2019,60,8.571428571,na,NEW_YORK,N14,19x13,19x13_NY21,F,RT,15.39,73.5
02/04/2019,04/20/2019,75,10.71428571,endexp,NEW_YORK,N14,19x13,19x13_NY21,F,RT,14.83,74
02/04/2019,03/02/2019,26,3.714285714,startexp,NEW_YORK,N14,19x13,19x13_NY22,M,RT,10.76,65.5
02/04/2019,03/08/2019,32,4.571428571,na,NEW_YORK,N14,19x13,19x13_NY22,M,RT,12.46,67.5
02/04/2019,03/17/2019,41,5.857142857,na,NEW_YORK,N14,19x13,19x13_NY22,M,RT,14.82,71.5
02/04/2019,04/05/2019,60,8.571428571,na,NEW_YORK,N14,19x13,19x13_NY22,M,RT,17.07,74
02/04/2019,04/27/2019,82,11.71428571,endexp,NEW_YORK,N14,19x13,19x13_NY22,M,RT,17.54,75.5
12/18/2018,01/12/2019,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ31,F,RT,7,64
12/18/2018,01/21/2019,34,4.857142857,na,BRAZIL,N11,193x255,193x255_BZ31,F,RT,8.66,70.5
12/18/2018,01/26/2019,39,5.571428571,na,BRAZIL,N11,193x255,193x255_BZ31,F,RT,9.4,73.5
12/18/2018,02/02/2019,46,6.571428571,na,BRAZIL,N11,193x255,193x255_BZ31,F,RT,9.43,74.5
12/18/2018,02/16/2019,60,8.571428571,na,BRAZIL,N11,193x255,193x255_BZ31,F,RT,10.12,75.5
12/18/2018,02/25/2019,69,9.857142857,na,BRAZIL,N11,193x255,193x255_BZ31,F,RT,11.71,76
12/18/2018,03/02/2019,74,10.57142857,endexp,BRAZIL,N11,193x255,193x255_BZ31,F,RT,11.61,79
12/18/2018,01/12/2019,25,3.571428571,startexp,BRAZIL,N11,193x255,193x255_BZ33,F,COLD,7.13,58.5
12/18/2018,01/21/2019,34,4.857142857,na,BRAZIL,N11,193x255,193x255_BZ33,F,COLD,9.75,65
12/18/2018,01/26/2019,39,5.571428571,na,BRAZIL,N11,193x255,193x255_BZ33,F,COLD,10.33,66.5
12/18/2018,02/02/2019,46,6.571428571,na,BRAZIL,N11,193x255,193x255_BZ33,F,COLD,10.29,70
12/18/2018,02/16/2019,60,8.571428571,na,BRAZIL,N11,193x255,193x255_BZ33,F,COLD,11.68,
12/18/2018,02/25/2019,69,9.857142857,na,BRAZIL,N11,193x255,193x255_BZ33,F,COLD,11.11,
12/18/2018,03/02/2019,74,10.57142857,endexp,BRAZIL,N11,193x255,193x255_BZ33,F,COLD,11.81,71
02/01/2019,02/27/2019,26,3.714285714,startexp,BRAZIL,N11,193x255,193x255_BZ26,M,COLD,7.19,65
02/01/2019,03/05/2019,32,4.571428571,na,BRAZIL,N11,193x255,193x255_BZ26,M,COLD,8.68,65.5
02/01/2019,03/14/2019,41,5.857142857,na,BRAZIL,N11,193x255,193x255_BZ26,M,COLD,10.3,67
02/01/2019,03/26/2019,53,7.571428571,na,BRAZIL,N11,193x255,193x255_BZ26,M,COLD,11.47,72
02/01/2019,04/02/2019,60,8.571428571,na,BRAZIL,N11,193x255,193x255_BZ26,M,COLD,12.18,72
02/01/2019,04/18/2019,76,10.85714286,na,BRAZIL,N11,193x255,193x255_BZ26,M,COLD,12.12,
02/01/2019,04/22/2019,80,11.42857143,endexp,BRAZIL,N11,193x255,193x255_BZ26,M,COLD,12.87,72.5
02/01/2019,02/27/2019,26,3.714285714,startexp,BRAZIL,N11,193x255,193x255_BZ28,M,COLD,7.91,63.5
02/01/2019,03/05/2019,32,4.571428571,na,BRAZIL,N11,193x255,193x255_BZ28,M,COLD,9.5,65
02/01/2019,03/14/2019,41,5.857142857,na,BRAZIL,N11,193x255,193x255_BZ28,M,COLD,11.11,68.5
02/01/2019,03/26/2019,53,7.571428571,na,BRAZIL,N11,193x255,193x255_BZ28,M,COLD,11.86,71
02/01/2019,04/02/2019,60,8.571428571,na,BRAZIL,N11,193x255,193x255_BZ28,M,COLD,12.82,74.5
02/01/2019,04/18/2019,76,10.85714286,na,BRAZIL,N11,193x255,193x255_BZ28,M,COLD,13.88,
02/01/2019,04/21/2019,79,11.28571429,endexp,BRAZIL,N11,193x255,193x255_BZ28,M,COLD,14.05,75
02/01/2019,02/27/2019,26,3.714285714,startexp,BRAZIL,N11,193x255,193x255_BZ30,M,RT,8.12,69
02/01/2019,03/05/2019,32,4.571428571,na,BRAZIL,N11,193x255,193x255_BZ30,M,RT,9.79,71.5
02/01/2019,03/14/2019,41,5.857142857,na,BRAZIL,N11,193x255,193x255_BZ30,M,RT,11.06,76.5
02/01/2019,03/26/2019,53,7.571428571,na,BRAZIL,N11,193x255,193x255_BZ30,M,RT,11.63,81
02/01/2019,04/02/2019,60,8.571428571,na,BRAZIL,N11,193x255,193x255_BZ30,M,RT,12.58,82
02/01/2019,04/18/2019,76,10.85714286,na,BRAZIL,N11,193x255,193x255_BZ30,M,RT,13.93,
02/01/2019,04/21/2019,79,11.28571429,endexp,BRAZIL,N11,193x255,193x255_BZ30,M,RT,14.05,83
04/06/2019,05/01/2019,25,3.571428571,startexp,NEW_YORK,N12,19x13,19x13_NY23,F,COLD,10.29,63.5
04/06/2019,05/10/2019,34,4.857142857,na,NEW_YORK,N12,19x13,19x13_NY23,F,COLD,14.61,69
04/06/2019,05/16/2019,40,5.714285714,na,NEW_YORK,N12,19x13,19x13_NY23,F,COLD,16,71
04/06/2019,05/22/2019,46,6.571428571,na,NEW_YORK,N12,19x13,19x13_NY23,F,COLD,15.98,72
04/06/2019,05/30/2019,54,7.714285714,na,NEW_YORK,N12,19x13,19x13_NY23,F,COLD,15.71,73.5
04/06/2019,06/20/2019,75,10.71428571,endexp,NEW_YORK,N12,19x13,19x13_NY23,F,COLD,16.69,74.5
04/06/2019,05/01/2019,25,3.571428571,startexp,NEW_YORK,N12,19x13,19x13_NY24,M,RT,10.69,57.5
04/06/2019,05/10/2019,34,4.857142857,na,NEW_YORK,N12,19x13,19x13_NY24,M,RT,15.6,70.5
04/06/2019,05/16/2019,40,5.714285714,na,NEW_YORK,N12,19x13,19x13_NY24,M,RT,17.12,71.5
04/06/2019,05/22/2019,46,6.571428571,na,NEW_YORK,N12,19x13,19x13_NY24,M,RT,15.81,70.5
04/06/2019,05/30/2019,54,7.714285714,na,NEW_YORK,N12,19x13,19x13_NY24,M,RT,16.44,73
04/06/2019,06/18/2019,73,10.42857143,endexp,NEW_YORK,N12,19x13,19x13_NY24,M,RT,17.95,73
04/06/2019,05/01/2019,25,3.571428571,startexp,NEW_YORK,N12,19x13,19x13_NY25,F,RT,8.93,59
04/06/2019,05/10/2019,34,4.857142857,na,NEW_YORK,N12,19x13,19x13_NY25,F,RT,12.28,66.5
04/06/2019,05/16/2019,40,5.714285714,na,NEW_YORK,N12,19x13,19x13_NY25,F,RT,13.09,67.5
04/06/2019,05/22/2019,46,6.571428571,na,NEW_YORK,N12,19x13,19x13_NY25,F,RT,12.86,68.5
04/06/2019,05/30/2019,54,7.714285714,na,NEW_YORK,N12,19x13,19x13_NY25,F,RT,13.12,68.5
04/06/2019,06/20/2019,75,10.71428571,endexp,NEW_YORK,N12,19x13,19x13_NY25,F,RT,14.08,70.5
04/06/2019,05/01/2019,25,3.571428571,startexp,NEW_YORK,N12,19x13,19x13_NY26,M,COLD,10.61,65
04/06/2019,05/10/2019,34,4.857142857,na,NEW_YORK,N12,19x13,19x13_NY26,M,COLD,12.99,68
04/06/2019,05/16/2019,40,5.714285714,na,NEW_YORK,N12,19x13,19x13_NY26,M,COLD,13.82,69
04/06/2019,05/22/2019,46,6.571428571,na,NEW_YORK,N12,19x13,19x13_NY26,M,COLD,14.65,70.5
04/06/2019,05/30/2019,54,7.714285714,na,NEW_YORK,N12,19x13,19x13_NY26,M,COLD,14.98,72
04/06/2019,06/18/2019,73,10.42857143,endexp,NEW_YORK,N12,19x13,19x13_NY26,M,COLD,17.3,73
04/17/2019,05/13/2019,26,3.714285714,startexp,BRAZIL,N13,193x255,193x255_BZ37,F,RT,7.25,60.5
04/17/2019,05/21/2019,34,4.857142857,na,BRAZIL,N13,193x255,193x255_BZ37,F,RT,9.55,
04/17/2019,05/28/2019,41,5.857142857,na,BRAZIL,N13,193x255,193x255_BZ37,F,RT,10.29,70
04/17/2019,05/28/2019,41,5.857142857,na,BRAZIL,N13,193x255,193x255_BZ37,F,RT,12.21,77
04/17/2019,05/13/2019,26,3.714285714,startexp,BRAZIL,N13,193x255,193x255_BZ39,F,COLD,7.07,62
04/17/2019,05/21/2019,34,4.857142857,na,BRAZIL,N13,193x255,193x255_BZ39,F,COLD,9.18,
04/17/2019,05/28/2019,41,5.857142857,na,BRAZIL,N13,193x255,193x255_BZ39,F,COLD,11.18,68
04/17/2019,05/28/2019,41,5.857142857,na,BRAZIL,N13,193x255,193x255_BZ39,F,COLD,13.47,75.5
04/19/2019,05/14/2019,25,3.571428571,startexp,NEW_YORK,N14,19x13,19x13_NY27,F,COLD,12.42,66
04/19/2019,05/21/2019,32,4.571428571,na,NEW_YORK,N14,19x13,19x13_NY27,F,COLD,14.04,70.5
04/19/2019,05/28/2019,39,5.571428571,na,NEW_YORK,N14,19x13,19x13_NY27,F,COLD,16.33,71
04/19/2019,07/06/2019,78,11.14285714,endexp,NEW_YORK,N14,19x13,19x13_NY27,F,COLD,18.7,76.5
04/19/2019,05/14/2019,25,3.571428571,startexp,NEW_YORK,N14,19x13,19x13_NY28,M,RT,11.56,64.5
04/19/2019,05/21/2019,32,4.571428571,na,NEW_YORK,N14,19x13,19x13_NY28,M,RT,14.6,71
04/19/2019,05/28/2019,39,5.571428571,na,NEW_YORK,N14,19x13,19x13_NY28,M,RT,15,74
04/19/2019,07/06/2019,78,11.14285714,endexp,NEW_YORK,N14,19x13,19x13_NY28,M,RT,17.91,76
04/19/2019,05/14/2019,25,3.571428571,startexp,NEW_YORK,N14,19x13,19x13_NY29,F,RT,10.22,62
04/19/2019,05/21/2019,32,4.571428571,na,NEW_YORK,N14,19x13,19x13_NY29,F,RT,12.98,67
04/19/2019,05/28/2019,39,5.571428571,na,NEW_YORK,N14,19x13,19x13_NY29,F,RT,13.28,71
