"","DOB","DateMeasured","Age_days","Age_weeks","Age_category","Population","Generation","Line","Mouse_ID","Sex","Environment","Body_Weight_g","Tail_Length_mm","PopEnv"
"407","7/20/18","10/9/18",81,11.57,"endexp","Brazil","N12","MANB","222x254_BZ7","Female","Cold",12.36,74,"Brazil - Cold"
"408","7/20/18","10/9/18",81,11.57,"endexp","Brazil","N12","MANB","222x254_BZ9","Female","Cold",13.96,78,"Brazil - Cold"
"409","8/12/18","10/27/18",76,10.86,"endexp","Brazil","N12","MANB","222x254_BZ6","Male","Warm",15.71,81.5,"Brazil - Warm"
"410","8/12/18","10/27/18",76,10.86,"endexp","Brazil","N12","MANB","222x254_BZ8","Male","Warm",14.01,77.5,"Brazil - Warm"
"411","8/12/18","10/27/18",76,10.86,"endexp","Brazil","N12","MANB","222x254_BZ10","Male","Cold",14.85,78.5,"Brazil - Cold"
"412","8/12/18","10/27/18",76,10.86,"endexp","Brazil","N12","MANB","222x254_BZ11","Female","Warm",11.96,75,"Brazil - Warm"
"413","8/12/18","10/27/18",76,10.86,"endexp","Brazil","N12","MANB","222x254_BZ13","Female","Cold",13.04,73,"Brazil - Cold"
"414","8/12/18","10/27/18",76,10.86,"endexp","Brazil","N12","MANB","222x254_BZ15","Female","Cold",12.76,74,"Brazil - Cold"
"415","6/9/18","7/11/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",9.96,65,"Brazil - Cold"
"416","6/9/18","7/11/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",11.35,66,"Brazil - Cold"
"417","6/9/18","7/11/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",9.8,65.5,"Brazil - Warm"
"418","6/9/18","7/18/18",39,5.57,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",11.23,65,"Brazil - Cold"
"419","6/9/18","7/18/18",39,5.57,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",13.48,68.5,"Brazil - Cold"
"420","6/9/18","7/18/18",39,5.57,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",12.27,71.5,"Brazil - Warm"
"421","6/9/18","7/25/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",12.66,66.5,"Brazil - Cold"
"422","6/9/18","7/25/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",13.88,71,"Brazil - Cold"
"423","6/9/18","7/25/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",12.88,74.5,"Brazil - Warm"
"424","6/9/18","8/1/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",12.66,69.5,"Brazil - Cold"
"425","6/9/18","8/1/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",14.4,73,"Brazil - Cold"
"426","6/9/18","8/1/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",13.26,77.5,"Brazil - Warm"
"427","6/9/18","8/8/18",60,8.57,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",13.34,69.5,"Brazil - Cold"
"428","6/9/18","8/8/18",60,8.57,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",15.14,73,"Brazil - Cold"
"429","6/9/18","8/8/18",60,8.57,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",13.16,77.5,"Brazil - Warm"
"430","6/9/18","8/15/18",67,9.57,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",13.12,69.5,"Brazil - Cold"
"431","6/9/18","8/15/18",67,9.57,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",15.55,73,"Brazil - Cold"
"432","6/9/18","8/15/18",67,9.57,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",13.21,77.5,"Brazil - Warm"
"433","6/9/18","8/22/18",74,10.57,"na","Brazil","N12","MANB","222x254_BZ1","Female","Cold",13.12,70,"Brazil - Cold"
"434","6/9/18","8/22/18",74,10.57,"na","Brazil","N12","MANB","222x254_BZ2","Male","Cold",15.85,75,"Brazil - Cold"
"435","6/9/18","8/22/18",74,10.57,"na","Brazil","N12","MANB","222x254_BZ3","Female","Warm",13.23,78,"Brazil - Warm"
"436","7/20/18","8/21/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",11.87,70.5,"Brazil - Warm"
"437","7/20/18","8/21/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ5","Female","Warm",9.76,71,"Brazil - Warm"
"438","7/20/18","8/21/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ7","Female","Cold",8.76,66.5,"Brazil - Cold"
"439","7/20/18","8/21/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ9","Female","Cold",9.85,68.5,"Brazil - Cold"
"440","7/20/18","8/28/18",39,5.57,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",13.05,75,"Brazil - Warm"
"441","7/20/18","8/28/18",39,5.57,"na","Brazil","N12","MANB","222x254_BZ5","Female","Warm",11.33,75.5,"Brazil - Warm"
"442","7/20/18","8/28/18",39,5.57,"na","Brazil","N12","MANB","222x254_BZ7","Female","Cold",10.17,66.5,"Brazil - Cold"
"443","7/20/18","8/28/18",39,5.57,"na","Brazil","N12","MANB","222x254_BZ9","Female","Cold",11.6,72,"Brazil - Cold"
"444","7/20/18","9/4/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",13.83,77.5,"Brazil - Warm"
"445","7/20/18","9/4/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ5","Female","Warm",12.36,78,"Brazil - Warm"
"446","7/20/18","9/4/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ7","Female","Cold",11.7,69.5,"Brazil - Cold"
"447","7/20/18","9/4/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ9","Female","Cold",12.51,73.5,"Brazil - Cold"
"448","7/20/18","9/11/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",14.01,77.5,"Brazil - Warm"
"449","7/20/18","9/11/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ5","Female","Warm",12.37,79.5,"Brazil - Warm"
"450","7/20/18","9/11/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ7","Female","Cold",12.39,70,"Brazil - Cold"
"451","7/20/18","9/11/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ9","Female","Cold",12.69,76,"Brazil - Cold"
"452","7/20/18","9/18/18",60,8.57,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",14.23,78.5,"Brazil - Warm"
"453","7/20/18","9/18/18",60,8.57,"na","Brazil","N12","MANB","222x254_BZ5","Female","Warm",12.66,81.5,"Brazil - Warm"
"454","7/20/18","9/18/18",60,8.57,"na","Brazil","N12","MANB","222x254_BZ7","Female","Cold",12.93,70,"Brazil - Cold"
"455","7/20/18","9/18/18",60,8.57,"na","Brazil","N12","MANB","222x254_BZ9","Female","Cold",13.25,77,"Brazil - Cold"
"456","7/20/18","9/25/18",67,9.57,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",14.27,79,"Brazil - Warm"
"457","7/20/18","9/25/18",67,9.57,"na","Brazil","N12","MANB","222x254_BZ5","Female","Warm",12.6,81.5,"Brazil - Warm"
"458","7/20/18","9/25/18",67,9.57,"na","Brazil","N12","MANB","222x254_BZ7","Female","Cold",12.4,72.5,"Brazil - Cold"
"459","7/20/18","9/25/18",67,9.57,"na","Brazil","N12","MANB","222x254_BZ9","Female","Cold",13.19,78,"Brazil - Cold"
"460","7/20/18","10/4/18",76,10.86,"na","Brazil","N12","MANB","222x254_BZ4","Male","Warm",14.87,79.5,"Brazil - Warm"
"461","7/20/18","10/4/18",76,10.86,"na","Brazil","N12","MANB","222x254_BZ5","Female","Warm",12.76,82,"Brazil - Warm"
"462","7/20/18","10/4/18",76,10.86,"na","Brazil","N12","MANB","222x254_BZ7","Female","Cold",12.03,74,"Brazil - Cold"
"463","7/20/18","10/4/18",76,10.86,"na","Brazil","N12","MANB","222x254_BZ9","Female","Cold",13.2,78,"Brazil - Cold"
"464","8/12/18","9/13/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ6","Male","Warm",11.58,71.5,"Brazil - Warm"
"465","8/12/18","9/13/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ8","Male","Warm",11.28,69,"Brazil - Warm"
"466","8/12/18","9/13/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ10","Male","Cold",12.27,70,"Brazil - Cold"
"467","8/12/18","9/13/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ11","Female","Warm",9.22,66,"Brazil - Warm"
"468","8/12/18","9/13/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ13","Female","Cold",9.92,66,"Brazil - Cold"
"469","8/12/18","9/13/18",32,4.57,"na","Brazil","N12","MANB","222x254_BZ15","Female","Cold",10.3,65.5,"Brazil - Cold"
"470","8/12/18","9/20/18",39,5.57,"na","Brazil","N12","MANB","222x254_BZ6","Male","Warm",14.01,76.5,"Brazil - Warm"
"471","8/12/18","9/20/18",39,5.57,"na","Brazil","N12","MANB","222x254_BZ8","Male","Warm",13,73,"Brazil - Warm"
"472","8/12/18","9/22/18",41,5.86,"na","Brazil","N12","MANB","222x254_BZ10","Male","Cold",13.73,74,"Brazil - Cold"
"473","8/12/18","9/20/18",39,5.57,"na","Brazil","N12","MANB","222x254_BZ11","Female","Warm",10.65,69.5,"Brazil - Warm"
"474","8/12/18","9/22/18",41,5.86,"na","Brazil","N12","MANB","222x254_BZ13","Female","Cold",11.27,68.5,"Brazil - Cold"
"475","8/12/18","9/22/18",41,5.86,"na","Brazil","N12","MANB","222x254_BZ15","Female","Cold",12.69,68,"Brazil - Cold"
"476","8/12/18","9/27/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ6","Male","Warm",15.08,78,"Brazil - Warm"
"477","8/12/18","9/27/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ8","Male","Warm",13.3,75,"Brazil - Warm"
"478","8/12/18","9/27/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ10","Male","Cold",13.81,74,"Brazil - Cold"
"479","8/12/18","9/27/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ11","Female","Warm",11.79,69.5,"Brazil - Warm"
"480","8/12/18","9/27/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ13","Female","Cold",12.39,68.5,"Brazil - Cold"
"481","8/12/18","9/27/18",46,6.57,"na","Brazil","N12","MANB","222x254_BZ15","Female","Cold",12.7,69.5,"Brazil - Cold"
"482","8/12/18","10/4/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ6","Male","Warm",15.33,79.5,"Brazil - Warm"
"483","8/12/18","10/4/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ8","Male","Warm",13.36,76,"Brazil - Warm"
"484","8/12/18","10/4/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ10","Male","Cold",13.99,74.5,"Brazil - Cold"
"485","8/12/18","10/4/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ11","Female","Warm",12.33,73.5,"Brazil - Warm"
"486","8/12/18","10/4/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ13","Female","Cold",12.26,70.5,"Brazil - Cold"
"487","8/12/18","10/4/18",53,7.57,"na","Brazil","N12","MANB","222x254_BZ15","Female","Cold",12.58,71.5,"Brazil - Cold"
"488","8/12/18","10/12/18",61,8.71,"na","Brazil","N12","MANB","222x254_BZ6","Male","Warm",15.5,81,"Brazil - Warm"
"489","8/12/18","10/12/18",61,8.71,"na","Brazil","N12","MANB","222x254_BZ8","Male","Warm",13.98,76.5,"Brazil - Warm"
"490","8/12/18","10/12/18",61,8.71,"na","Brazil","N12","MANB","222x254_BZ10","Male","Cold",14.66,74.5,"Brazil - Cold"
"491","8/12/18","10/12/18",61,8.71,"na","Brazil","N12","MANB","222x254_BZ11","Female","Warm",12.27,74,"Brazil - Warm"
"492","8/12/18","10/12/18",61,8.71,"na","Brazil","N12","MANB","222x254_BZ13","Female","Cold",12.63,72.5,"Brazil - Cold"
"493","8/12/18","10/12/18",61,8.71,"na","Brazil","N12","MANB","222x254_BZ15","Female","Cold",13.15,71.5,"Brazil - Cold"
"494","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ6","Male","Warm",15.73,81,"Brazil - Warm"
"495","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ8","Male","Warm",14.03,77,"Brazil - Warm"
"496","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ10","Male","Cold",14.72,76.5,"Brazil - Cold"
"497","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ11","Female","Warm",12.13,75,"Brazil - Warm"
"498","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ13","Female","Cold",12.98,73,"Brazil - Cold"
"499","8/12/18","10/19/18",68,9.71,"na","Brazil","N12","MANB","222x254_BZ15","Female","Cold",12.86,71.5,"Brazil - Cold"
"500","6/9/18","7/5/18",26,3.71,"startexp","Brazil","N12","MANB","222x254_BZ1","Female","Cold",8.28,63,"Brazil - Cold"
"501","6/9/18","7/5/18",26,3.71,"startexp","Brazil","N12","MANB","222x254_BZ2","Male","Cold",8.72,65,"Brazil - Cold"
"502","6/9/18","7/5/18",26,3.71,"startexp","Brazil","N12","MANB","222x254_BZ3","Female","Warm",7.73,60,"Brazil - Warm"
"503","7/20/18","8/14/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ4","Male","Warm",9.14,66,"Brazil - Warm"
"504","7/20/18","8/14/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ5","Female","Warm",8.25,67,"Brazil - Warm"
"505","7/20/18","8/14/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ7","Female","Cold",7.3,66.5,"Brazil - Cold"
"506","7/20/18","8/14/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ9","Female","Cold",8.16,66.5,"Brazil - Cold"
"507","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ6","Male","Warm",9.25,66,"Brazil - Warm"
"508","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ8","Male","Warm",8.89,63.5,"Brazil - Warm"
"509","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ10","Male","Cold",9.5,66.5,"Brazil - Cold"
"510","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ11","Female","Warm",7.93,61,"Brazil - Warm"
"511","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ13","Female","Cold",8.08,63.5,"Brazil - Cold"
"512","8/12/18","9/6/18",25,3.57,"startexp","Brazil","N12","MANB","222x254_BZ15","Female","Cold",7.52,61.5,"Brazil - Cold"
"513","6/9/18","6/30/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ1","Female","Cold",6.01,56,"Brazil - Cold"
"514","6/9/18","6/30/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ2","Male","Cold",5.96,56,"Brazil - Cold"
"515","6/9/18","6/30/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ3","Female","Warm",4.82,54.5,"Brazil - Warm"
"516","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ6","Male","Warm",7.66,62.5,"Brazil - Warm"
"517","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ8","Male","Warm",7.02,59.5,"Brazil - Warm"
"518","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ10","Male","Cold",8.17,63,"Brazil - Cold"
"519","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ11","Female","Warm",6.6,57,"Brazil - Warm"
"520","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ13","Female","Cold",7.05,62,"Brazil - Cold"
"521","8/12/18","9/2/18",21,3,"weaning","Brazil","N12","MANB","222x254_BZ15","Female","Cold",6.5,58.5,"Brazil - Cold"
"522","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY1","Female","Cold",18.1,64.5,"New York - Cold"
"523","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY2","Male","Warm",21.84,72,"New York - Warm"
"524","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY4","Male","Cold",18.38,65.5,"New York - Cold"
"525","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY6","Male","Cold",18.38,66.5,"New York - Cold"
"526","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY8","Male","Warm",21.35,71.5,"New York - Warm"
"527","6/10/18","8/26/18",77,11,"endexp","New York","N12","SARB","82x81_NY10","Male","Warm",19.23,70.5,"New York - Warm"
"528","7/7/18","9/17/18",72,10.29,"endexp","New York","N12","SARB","82x81_NY3","Female","Warm",17.72,71,"New York - Warm"
"529","7/7/18","9/17/18",72,10.29,"endexp","New York","N12","SARB","82x81_NY5","Female","Cold",17.8,67,"New York - Cold"
"530","7/7/18","9/17/18",72,10.29,"endexp","New York","N12","SARB","82x81_NY7","Female","Warm",16.61,67.5,"New York - Warm"
"531","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY9","Female","Cold",15.72,63.5,"New York - Cold"
"532","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY11","Female","Cold",19.59,71.5,"New York - Cold"
"533","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY12","Male","Cold",23.48,74.5,"New York - Cold"
"534","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY13","Female","Warm",16.36,69,"New York - Warm"
"535","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY15","Female","Cold",18.88,70,"New York - Cold"
"536","8/19/18","11/3/18",76,10.86,"endexp","New York","N12","SARB","82x81_NY17","Female","Warm",16.82,70,"New York - Warm"
"537","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",15.61,62,"New York - Cold"
"538","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",17.65,65,"New York - Warm"
"539","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",14.23,62,"New York - Cold"
"540","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",14.47,63,"New York - Cold"
"541","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",17.78,65.5,"New York - Warm"
"542","6/10/18","7/12/18",32,4.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",18.54,68,"New York - Warm"
"543","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",17.39,62.5,"New York - Cold"
"544","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",19.36,66,"New York - Warm"
"545","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",16.16,62,"New York - Cold"
"546","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",15.88,64,"New York - Cold"
"547","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",19.86,67,"New York - Warm"
"548","6/10/18","7/19/18",39,5.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",19.13,68,"New York - Warm"
"549","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",17.7,63,"New York - Cold"
"550","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",19.33,66,"New York - Warm"
"551","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",16.84,62.5,"New York - Cold"
"552","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",16.66,64.5,"New York - Cold"
"553","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",19.6,69.5,"New York - Warm"
"554","6/10/18","7/26/18",46,6.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",18.71,68,"New York - Warm"
"555","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",16.99,64,"New York - Cold"
"556","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",20.35,70,"New York - Warm"
"557","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",17.31,63.5,"New York - Cold"
"558","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",16.58,65,"New York - Cold"
"559","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",19.99,71.5,"New York - Warm"
"560","6/10/18","8/2/18",53,7.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",18.83,69,"New York - Warm"
"561","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",17.14,64,"New York - Cold"
"562","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",20.66,70.5,"New York - Warm"
"563","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",17.77,64,"New York - Cold"
"564","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",16.44,65,"New York - Cold"
"565","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",19.55,71.5,"New York - Warm"
"566","6/10/18","8/9/18",60,8.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",19.01,70,"New York - Warm"
"567","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",18.02,64.5,"New York - Cold"
"568","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",21.68,71,"New York - Warm"
"569","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",18.23,65.5,"New York - Cold"
"570","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",17.67,66.5,"New York - Cold"
"571","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",20.95,71.5,"New York - Warm"
"572","6/10/18","8/16/18",67,9.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",19.7,70.5,"New York - Warm"
"573","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY1","Female","Cold",17.87,64.5,"New York - Cold"
"574","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY2","Male","Warm",21.87,72,"New York - Warm"
"575","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY4","Male","Cold",18.74,65.5,"New York - Cold"
"576","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY6","Male","Cold",17.87,66.5,"New York - Cold"
"577","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY8","Male","Warm",20.86,71.5,"New York - Warm"
"578","6/10/18","8/23/18",74,10.57,"na","New York","N12","SARB","82x81_NY10","Male","Warm",19.31,70.5,"New York - Warm"
"579","7/7/18","8/8/18",32,4.57,"na","New York","N12","SARB","82x81_NY3","Female","Warm",15.04,65,"New York - Warm"
"580","7/7/18","8/8/18",32,4.57,"na","New York","N12","SARB","82x81_NY5","Female","Cold",15.13,62,"New York - Cold"
"581","7/7/18","8/8/18",32,4.57,"na","New York","N12","SARB","82x81_NY7","Female","Warm",14.52,63,"New York - Warm"
"582","7/7/18","8/15/18",39,5.57,"na","New York","N12","SARB","82x81_NY3","Female","Warm",16.1,66.5,"New York - Warm"
"583","7/7/18","8/15/18",39,5.57,"na","New York","N12","SARB","82x81_NY5","Female","Cold",16.06,63.5,"New York - Cold"
"584","7/7/18","8/15/18",39,5.57,"na","New York","N12","SARB","82x81_NY7","Female","Warm",15.16,65,"New York - Warm"
"585","7/7/18","8/22/18",46,6.57,"na","New York","N12","SARB","82x81_NY3","Female","Warm",16.57,68,"New York - Warm"
"586","7/7/18","8/22/18",46,6.57,"na","New York","N12","SARB","82x81_NY5","Female","Cold",16.28,65,"New York - Cold"
"587","7/7/18","8/22/18",46,6.57,"na","New York","N12","SARB","82x81_NY7","Female","Warm",15.31,65,"New York - Warm"
"588","7/7/18","8/29/18",53,7.57,"na","New York","N12","SARB","82x81_NY3","Female","Warm",16.57,70,"New York - Warm"
"589","7/7/18","8/29/18",53,7.57,"na","New York","N12","SARB","82x81_NY5","Female","Cold",16.6,66.5,"New York - Cold"
"590","7/7/18","8/29/18",53,7.57,"na","New York","N12","SARB","82x81_NY7","Female","Warm",15.56,67.5,"New York - Warm"
"591","7/7/18","9/5/18",60,8.57,"na","New York","N12","SARB","82x81_NY3","Female","Warm",17.09,70.5,"New York - Warm"
"592","7/7/18","9/5/18",60,8.57,"na","New York","N12","SARB","82x81_NY5","Female","Cold",16.42,67,"New York - Cold"
"593","7/7/18","9/5/18",60,8.57,"na","New York","N12","SARB","82x81_NY7","Female","Warm",16.96,67.5,"New York - Warm"
"594","7/7/18","9/13/18",68,9.71,"na","New York","N12","SARB","82x81_NY3","Female","Warm",16.82,71,"New York - Warm"
"595","7/7/18","9/13/18",68,9.71,"na","New York","N12","SARB","82x81_NY5","Female","Cold",17.1,67,"New York - Cold"
"596","7/7/18","9/13/18",68,9.71,"na","New York","N12","SARB","82x81_NY7","Female","Warm",15.9,67.5,"New York - Warm"
"597","8/19/18","9/22/18",34,4.86,"na","New York","N12","SARB","82x81_NY9","Female","Cold",13.17,60,"New York - Cold"
"598","8/19/18","9/22/18",34,4.86,"na","New York","N12","SARB","82x81_NY11","Female","Cold",15.76,66.5,"New York - Cold"
"599","8/19/18","9/22/18",34,4.86,"na","New York","N12","SARB","82x81_NY12","Male","Cold",18.18,67.5,"New York - Cold"
"600","8/19/18","9/20/18",32,4.57,"na","New York","N12","SARB","82x81_NY13","Female","Warm",13.9,63.5,"New York - Warm"
"601","8/19/18","9/22/18",34,4.86,"na","New York","N12","SARB","82x81_NY15","Female","Cold",14.7,65,"New York - Cold"
"602","8/19/18","9/20/18",32,4.57,"na","New York","N12","SARB","82x81_NY17","Female","Warm",13.53,64,"New York - Warm"
"603","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY9","Female","Cold",14.66,60,"New York - Cold"
"604","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY11","Female","Cold",18.05,67,"New York - Cold"
"605","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY12","Male","Cold",20.15,69,"New York - Cold"
"606","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY13","Female","Warm",16.24,65,"New York - Warm"
"607","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY15","Female","Cold",15.75,67,"New York - Cold"
"608","8/19/18","9/27/18",39,5.57,"na","New York","N12","SARB","82x81_NY17","Female","Warm",15.29,66.5,"New York - Warm"
"609","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY9","Female","Cold",14.21,62.5,"New York - Cold"
"610","8/19/18","10/4/18",46,6.57,"na","New York","N12","SARB","82x81_NY11","Female","Cold",18.45,69,"New York - Cold"
